,Group.1,Quantile,X,folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio.x,upm,factor_hog,clase_hog,sexo_jefe.x,edad_jefe,educa_jefe.x,tot_integ.x,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,Energy2014,percep_tot,Quantile.1,Income2014,folioviv.1,foliohog.1,ubica_geo.1,ageb.1,tam_loc.1,est_socio.x.1,upm.1,Intercept,Elasticity_Income_Electricity,Coef_socio,Coef_sexo_jefe,Coef_educa_jefe,Coef_tot_members,Coef_educ_sex_jefe,Income2014,sexo_jefe.educa_jefe,Income2015,Income2016,Income2017,Income2018,Income2019,Income2020,Income2021,Income2022,Income2023,Income2024,Income2025,Income2026,Income2027,Income2028,Income2029,Income2030,Energy2015,Energy2016,Energy2017,Energy2018,Energy2019,Energy2020,Energy2021,Energy2022,Energy2023,Energy2024,Energy2025,Energy2026,Energy2027,Energy2028,Energy2029,Energy2030
685,685,685,11886.05,2110117380,1,209060045.4,NA,2.5,2.2,16805,1033.05,2,1.2,56.1,5.1,2.95,1.55,1.4,2.65,0.3,2.2,0.45,1698.030859,49.161112,69.4391495,685,11886.05,2110117380,1,209060045.4,NA,2.5,2.2,16805,599.2077167,0.932043951,0.368146929,0.159529529,0.144159301,0.034587902,0.131002873,36070.8165,-0.026740625,12092.6205,12343.88928,12579.57085,12842.95848,13091.57992,13363.2379,13626.13014,13905.17045,14181.40853,14468.54505,14758.1752,15054.21482,15358.13373,15664.10721,15981.12986,16297.70653,50.00600879,51.03267809,51.93619411,52.95759332,53.89832386,54.94473635,55.93606413,57.00379763,58.04700765,59.14135787,60.23626707,61.36051066,62.50871812,63.66471158,64.862659,66.05629107
686,686,686,10161.4,1818317895,1,181275510.8,NA,1.55,2.5,14570.5,1498.5,2.15,1.15,46.85,6.1,3.35,1.75,1.6,2.7,0.65,2.55,0.15,1950.564389,53.868591,61.451782,686,10161.4,1818317895,1,181275510.8,NA,1.55,2.5,14570.5,600.5853291,0.934554079,0.368373616,0.158614718,0.144045787,0.034965474,0.130828786,41061.5545,-0.026947862,10338.66925,10553.28961,10755.02522,10979.9559,11192.69025,11424.73271,11649.58359,11888.00668,12124.21238,12369.62025,12617.2287,12870.30337,13130.07161,13391.68205,13662.63278,13933.34716,54.69761032,55.95583918,56.88139427,58.07878897,59.04725317,60.25591335,61.29930527,62.5080082,63.62758222,64.84774318,66.04088244,67.27873562,68.54726275,69.80536308,71.13811876,72.42903219
687,687,687,10329.68421,1829805161,1,181234773.4,NA,2.315789474,2.263157895,14526.84211,1590,2.263157895,1.263157895,45.52631579,6.263157895,2.947368421,1.684210526,1.263157895,2.473684211,0.473684211,2.263157895,0.210526316,1558.918108,57.22880211,215.5947647,687,10329.68421,1829805161,1,181234773.4,NA,2.315789474,2.263157895,14526.84211,602.0767243,0.942992939,0.367227494,0.158307522,0.146350633,0.035306711,0.130426203,36214.54842,-0.027258282,10500.75539,10721.50847,10923.17102,11155.08626,11368.79409,11607.3755,11834.5368,12078.66,12318.10607,12568.46894,12820.13396,13077.53572,13342.31889,13607.80917,13884.23084,14158.44203,57.69677168,59.60132287,60.30166738,61.91224519,62.66663605,64.21830814,65.13739379,66.58700897,67.67144063,69.05595943,70.29193877,71.62979428,73.01920819,74.31556099,75.81496168,77.1096892
688,688,688,11191.65,1991537038,1,198523526.6,NA,2.05,2.15,15964,1314.7,2,1.35,49.4,5.5,3.25,1.35,1.9,2.65,0.6,2.35,0.3,1843.407171,42.7502215,117.1800455,688,11191.65,1991537038,1,198523526.6,NA,2.05,2.15,15964,603.1990017,0.941827186,0.367488661,0.15837429,0.147829406,0.036016635,0.130195034,40011.984,-0.027779945,11386.92838,11623.29862,11845.50139,12093.22461,12327.53785,12583.09613,12830.74991,13093.33947,13353.49637,13623.78229,13896.49558,14175.2286,14461.33157,14749.4681,15047.88626,15346.05189,43.38585099,44.42769364,45.15052122,46.12818761,46.88613536,47.8688846,48.69200067,49.66895557,50.55824501,51.53994854,52.49278779,53.48487897,54.50283222,55.50746642,56.57971641,57.60858089
689,689,689,10630.6,1892485297,1,188342052.9,NA,1.75,2.5,15170,1578.8,2,1.25,50.95,5.3,3.75,1.95,1.8,2.75,1,2.3,0.45,2079.716163,66.63902,188.1560555,689,10630.6,1892485297,1,188342052.9,NA,1.75,2.5,15170,604.83043,0.942126209,0.367239679,0.158565383,0.148848359,0.036262546,0.130353648,46283.1065,-0.027928546,10822.445,11043.30839,11258.61076,11489.7401,11713.3566,11954.99352,12190.814,12439.51856,12686.90993,12943.2794,13202.33942,13467.0433,13738.51013,14012.38843,14295.44158,14579.06597,67.76822134,68.86060938,70.80987512,71.49419997,72.98858039,74.74237799,75.85163329,77.50682079,78.79209102,80.3871485,81.8340799,83.38842565,84.99885419,86.51822668,88.24796497,89.77337974
690,690,690,8602,1579063507,1,155999026.8,NA,2.157894737,2.157894737,12533.15789,1542.736842,2.157894737,1.157894737,45.36842105,6.473684211,3.947368421,2.052631579,1.894736842,3.052631579,0.894736842,2.894736842,0.157894737,2307.363037,70.45261263,85.83489895,690,8602,1579063507,1,155999026.8,NA,2.157894737,2.157894737,12533.15789,606.2234429,0.945412162,0.367525359,0.158434813,0.148657761,0.03587403,0.13021699,48840.77421,-0.027913239,8749.4475,8931.870426,9101.668716,9293.014888,9472.371719,9669.576825,9859.516371,10061.85225,10261.61667,10469.61875,10679.2158,10893.49179,11113.59948,11334.93263,11564.58431,11793.47132,71.58149323,73.20419858,74.45153592,76.01190682,77.31600725,78.89741496,80.29492944,81.88488748,83.37761737,84.98937592,86.57477838,88.2157257,89.89631058,91.56967564,93.33311965,95.05359507
691,691,691,9304.1,1684660455,1,167828517.8,NA,1.75,2.25,13367.5,1542.35,2,1.4,49.75,5.75,2.9,1.35,1.55,2.4,0.5,2.15,0.25,1588.564271,52.924949,175.422989,691,9304.1,1684660455,1,167828517.8,NA,1.75,2.25,13367.5,608.1886047,0.942993139,0.368118957,0.158736105,0.148163097,0.035674422,0.130479599,35999.74,-0.027864955,9453.83975,9653.90231,9833.918103,10044.35871,10235.63521,10451.81203,10655.74699,10876.46592,11091.81902,11317.74847,11544.4059,11776.31616,12015.14953,12254.06513,12503.51036,12750.02698,53.57448546,55.04713153,55.84975205,57.16586364,58.01472323,59.31455717,60.27090232,61.5309858,62.59585599,63.8369853,65.00380617,66.23659213,67.50742084,68.73521768,70.0865599,71.33232012
692,692,692,10256.85,1831551011,1,181864558.9,NA,2.05,2.15,14533.5,2414.4,2,1.2,48.05,6.25,3.35,1.9,1.45,2.85,0.5,2.75,0.1,1957.085921,55.7222855,85.3736065,692,10256.85,1831551011,1,181864558.9,NA,2.05,2.15,14533.5,609.6569504,0.9493104,0.36814011,0.158577719,0.145298661,0.034779721,0.130897824,41682.8475,-0.02748361,10436.02825,10652.59579,10856.31752,11083.27405,11298.07476,11532.22491,11759.22564,11999.84157,12238.28396,12485.97327,12735.90878,12991.35705,13253.54637,13517.6263,13791.09592,14064.37956,56.70786981,57.88025108,58.93073584,60.10363111,61.19764427,62.40187722,63.55325923,64.78531756,65.99564762,67.26115456,68.53052765,69.8330721,71.16340508,72.50514561,73.89312039,75.28033023
693,693,693,6973.263158,1305216157,1,129364321.3,NA,2.105263158,2.315789474,10293.15789,1964.052632,2.052631579,1.368421053,43.63157895,6,3.578947368,1.947368421,1.631578947,2.947368421,0.631578947,2.842105263,0.105263158,2058.540057,56.57676684,129.9246605,693,6973.263158,1305216157,1,129364321.3,NA,2.105263158,2.315789474,10293.15789,611.4400879,0.951448241,0.367499259,0.158657274,0.146242166,0.034872135,0.131138503,44662.54526,-0.027360644,7090.868421,7239.293768,7376.222649,7532.025144,7676.884788,7837.318192,7990.99612,8155.389869,8317.188663,8485.994437,8655.896256,8829.629002,9008.210783,9187.540478,9372.518967,9559.257034,57.16778209,58.90401995,59.68851384,61.20011072,62.03651737,63.51072687,64.48725617,65.8901028,67.0077092,68.36884957,69.61703865,70.95144948,72.33219678,73.64433462,74.98196827,76.59531047
694,694,694,7412.5,1370245772,1,135883522.8,NA,2,2.4,10790.5,1905.45,1.95,1.25,47.5,5.85,3.15,1.7,1.45,2.75,0.4,2.6,0.15,1790.739864,64.504727,139.140008,694,7412.5,1370245772,1,135883522.8,NA,2,2.4,10790.5,612.6198971,0.960656479,0.367106989,0.15864915,0.144183941,0.034629016,0.13059053,39385.3035,-0.027260656,7521.811875,7684.018575,7823.703675,7994.923011,8144.524316,8319.697783,8480.626086,8658.385737,8829.22179,9010.191663,9190.719561,9375.629102,9566.684948,9756.532156,9956.338433,10151.65779,65.3015697,67.14485928,68.13254565,69.77920998,70.82511751,72.4501306,73.63345037,75.20659102,76.52874908,78.07683991,79.52925697,81.06601447,82.65127049,84.18103838,85.86898349,87.42122488
695,695,695,8968.55,1630426790,1,162909518.6,NA,1.7,2.35,13002.5,1279.65,2.2,1.25,47,6.2,2.95,1.5,1.45,2.55,0.4,2.5,0.05,1759.19092,56.8667295,52.2257925,695,8968.55,1630426790,1,162909518.6,NA,1.7,2.35,13002.5,614.0748547,0.957432018,0.367772164,0.158242505,0.145523474,0.034956317,0.130615255,36967.688,-0.027576506,9114.174625,9306.659185,9480.663133,9683.055624,9867.792535,10075.79364,10272.57261,10485.08491,10692.76583,10910.42186,11128.91115,11352.43851,11582.55811,11812.92098,12053.23161,12290.99649,57.72139503,59.13729823,60.11145718,61.43908726,62.46146227,63.79580385,64.90824478,66.23415876,67.43812029,68.77025257,70.06210213,71.40829259,72.79023052,74.15347252,75.61049984,77.0070342
696,696,696,8412.052632,1494982890,1.052631579,149252637.8,NA,1.473684211,2.315789474,12038.42105,1558.631579,2.052631579,1.157894737,52,5.894736842,3.315789474,1.578947368,1.736842105,2.684210526,0.631578947,2.210526316,0.473684211,1942.844816,72.72151895,97.07433842,696,8412.052632,1494982890,1.052631579,149252637.8,NA,1.473684211,2.315789474,12038.42105,615.1843644,0.960421008,0.368298618,0.157890061,0.144433447,0.034428198,0.130405312,41631.00316,-0.027365756,8550.236184,8730.326879,8894.130049,9083.394958,9257.114176,9451.738058,9636.55372,9835.573806,10030.4854,10234.48036,10439.42012,10649.0539,10864.77013,11080.91807,11306.14569,11529.32955,73.88540726,75.6139859,76.90825214,78.56207758,79.91703174,81.59034054,83.04842444,84.72658651,86.28976903,87.98798664,89.65311905,91.37980215,93.14960251,94.90832505,96.76837916,98.57595208
697,697,697,8286.3,1495072510,1,148351020.2,NA,1.95,2.45,11933,1669.9,2.05,1.4,55.15,5.55,3.2,1.7,1.5,2.8,0.4,2.4,0.4,1793.706471,62.195357,179.679031,697,8286.3,1495072510,1,148351020.2,NA,1.95,2.45,11933,616.7215338,0.954698564,0.369305539,0.157792055,0.144672173,0.034565745,0.130908331,40273.1735,-0.027474093,8415.68375,8594.98319,8753.8206,8942.659257,9111.901765,9305.603915,9486.614718,9683.950999,9875.453801,10077.05595,10278.89953,10485.49966,10698.5167,10911.09964,11133.68556,11352.80569,63.11183704,64.67777787,65.72695129,67.18938676,68.29118701,69.75742059,70.9612115,72.41337067,73.72066703,75.17596862,76.58212847,78.04975055,79.55702248,81.04040331,82.63101878,84.14900905
698,698,698,9190.1,1651555580,1,164286014.5,NA,1.85,2.45,13202,1479.05,2.05,1.15,52.1,5.5,2.75,1.6,1.15,2.55,0.2,2.1,0.45,1651.953489,75.843082,48.533618,698,9190.1,1651555580,1,164286014.5,NA,1.85,2.45,13202,618.4214785,0.956267354,0.369615966,0.157115383,0.143996229,0.034608517,0.130808755,34703.8185,-0.027419048,9340.155625,9537.159805,9715.773766,9922.868469,10112.40164,10325.29492,10527.06392,10744.66604,10957.53859,11180.49007,11404.38073,11633.41748,11869.15665,12105.2515,12351.40874,12595.13716,77.07556725,78.83930018,80.19888412,81.89818964,83.32008447,85.04313774,86.56735214,88.30066613,89.92923823,91.68730142,93.41746551,95.20840178,97.04290232,98.8703075,100.7958705,102.675732
699,699,699,9585.052632,1699109233,1,168240038.6,NA,2.105263158,2.157894737,13607.36842,2007.263158,1.894736842,1.105263158,53.21052632,4.315789474,3.315789474,2.052631579,1.263157895,2.842105263,0.473684211,2.473684211,0.368421053,1916.228996,66.84889474,138.4421242,699,9585.052632,1699109233,1,168240038.6,NA,2.105263158,2.157894737,13607.36842,619.7063351,0.965825363,0.369006355,0.155976082,0.142752382,0.033991079,0.130858739,41932.06368,-0.026904892,9762.889342,9965.402795,10158.22545,10369.53851,10571.96577,10789.79146,11002.7182,11226.85361,11450.05583,11681.28488,11915.13819,12154.04208,12398.92136,12635.43274,12902.01715,13146.37666,71.45244257,70.02353522,70.83134532,72.51335423,73.52464887,75.14716348,76.34889848,77.97387653,79.34683843,80.98918255,82.52750662,84.1242855,85.76161147,84.58032804,96.80722136,87.80371115
700,700,700,10148.6,1810075837,1,179743026.2,NA,2.1,2.05,14562.5,1511.45,2.15,1.3,54.8,4.9,3.6,1.45,2.15,2.9,0.7,2.5,0.4,2162.003333,68.0915515,73.5167825,700,10148.6,1810075837,1,179743026.2,NA,2.1,2.05,14562.5,620.9861779,0.965108068,0.369454109,0.155587584,0.143928424,0.034523068,0.130459441,45622.8595,-0.027191489,10330.61325,10546.47249,10748.44176,10974.10077,11186.80801,11419.06783,11643.63042,11882.00944,12117.91519,12363.26712,12610.81351,12863.81988,13123.51345,13384.79272,13656.40567,13926.77551,71.55246936,71.05611298,72.12911917,73.68978644,74.90275993,76.45700226,77.7991835,79.38131503,80.84224073,82.46132774,84.03893534,85.66250344,87.3226593,88.95482125,90.83896424,92.41437645
701,701,701,6938.95,1273007345,1,126351043.9,NA,1.8,2.25,10074,1770.35,2.1,1.25,51.3,4.65,3.85,1.9,1.95,2.85,1,2.65,0.2,2311.945269,73.020143,84.4363345,701,6938.95,1273007345,1,126351043.9,NA,1.8,2.25,10074,622.5480804,0.966766181,0.369819129,0.155069787,0.142967089,0.034221817,0.130670329,48905.747,-0.027074238,7059.557875,7206.241915,7343.835627,7497.593462,7642.739992,7801.326849,7954.802749,8117.700797,8278.966704,8446.592576,8615.675657,8788.50024,8965.923768,9144.548548,9329.621481,9514.437118,74.28747019,75.91571783,77.28556101,78.88930924,80.31915254,81.95784549,83.47486131,85.14031274,86.74665458,88.44920075,90.14389463,91.88970421,93.67544792,95.46773284,97.33662087,99.18685537
702,702,702,7657.684211,1416747717,1.052631579,139816364.1,NA,2.315789474,2.210526316,11152.10526,1732.631579,2.105263158,1.368421053,51.73684211,4.368421053,3,1.473684211,1.526315789,2.684210526,0.315789474,2.473684211,0.210526316,1821.512022,66.24939263,51.25980263,702,7657.684211,1416747717,1.052631579,139816364.1,NA,2.315789474,2.210526316,11152.10526,624.248357,0.961507728,0.371169895,0.15406137,0.143440353,0.034060313,0.13107806,38219.83316,-0.027008678,7772.582895,7939.598516,8084.640746,8260.820134,8415.920034,8596.305924,8762.862279,8946.123721,9122.75544,9309.519049,9496.027809,9687.024302,9884.24589,10080.4704,10286.67341,10488.66626,66.92282498,69.00906284,69.92500924,71.72875408,72.70727737,74.46471503,75.61294733,77.28233793,78.60155618,80.21872874,81.69653382,83.27946383,84.9186151,86.47249629,88.23126036,89.79538587
703,703,703,10845.35,1924054056,1.05,191361018.6,NA,1.95,2.45,15451,1418.3,2.2,1.3,46.5,6.4,3.05,1.45,1.6,2.6,0.45,2.45,0.15,1779.237334,51.151982,128.865933,703,10845.35,1924054056,1.05,191361018.6,NA,1.95,2.45,15451,625.6141954,0.963184639,0.370781952,0.154308607,0.144776637,0.034662863,0.130783954,38940.883,-0.02734791,11031.1065,11261.145,11475.17168,11716.47133,11942.56303,12191.24067,12430.69297,12685.82453,12937.67569,13199.93755,13464.19556,13734.35559,14011.87731,14290.92566,14580.48468,14869.04845,51.76215465,53.25858635,54.02783912,55.35526979,56.17132806,57.47775356,58.40779516,59.66744501,60.71259349,61.9481413,63.10100303,64.32399172,65.58664821,66.80065507,68.14739668,69.37732169
704,704,704,8579.55,1558958090,1.05,155218511.2,NA,1.65,2.3,12343.5,1540.15,2.1,1.25,45.95,6.1,2.85,1.4,1.45,2.45,0.4,2.1,0.35,1722.478723,52.718953,64.5099455,704,8579.55,1558958090,1.05,155218511.2,NA,1.65,2.3,12343.5,626.99657,0.966417632,0.37036962,0.15403771,0.145937295,0.035006274,0.130923872,36469.1565,-0.027675346,8717.394625,8901.943585,9067.853221,9261.989513,9438.305103,9637.716454,9825.733885,10029.30941,10227.87482,10434.52607,10645.23855,10857.41157,11077.86685,11298.03679,11528.36145,11755.3751,53.48715768,54.85323147,55.74457755,57.0104769,57.94792404,59.21563576,60.24359903,61.49671938,62.61658944,63.61726502,65.34910934,66.09200159,67.67548208,68.89822114,70.33323531,71.54991539
705,705,705,11271.52632,1994285395,1,198692132.8,NA,1.894736842,2.263157895,16062.63158,1479.947368,2.368421053,1.263157895,54.21052632,5.736842105,3.789473684,1.684210526,2.105263158,3.052631579,0.736842105,2.736842105,0.315789474,2188.68153,65.54165211,194.1679416,705,11271.52632,1994285395,1,198692132.8,NA,1.894736842,2.263157895,16062.63158,628.7521821,0.967142149,0.370383397,0.154105176,0.147147108,0.034913058,0.130946835,48629.58105,-0.027801389,11472.36434,11709.24561,11934.5914,12182.59602,12419.74448,12675.89704,12925.96299,13189.6278,13451.94773,13723.75644,13998.43624,14279.09664,14566.91642,14857.31591,15157.41526,15458.15889,66.6700228,68.14409706,69.36870052,70.81480318,72.09353013,73.56979246,74.92829848,76.42676992,77.86698973,79.39733515,80.91828172,82.48619923,84.09036548,85.69874318,87.37843813,89.03808706
706,706,706,9203.05,1686969302,1,167235040.6,NA,1.95,2.2,13328.5,1460.25,2.1,1.2,48.85,5.7,3.3,1.45,1.85,2.95,0.35,2.65,0.3,1987.919465,56.943047,94.291484,706,9203.05,1686969302,1,167235040.6,NA,1.95,2.2,13328.5,631.1205059,0.976555388,0.36951831,0.155034157,0.145889149,0.034701661,0.13055433,42494.101,-0.027780035,9361.15225,9556.22227,9738.016534,9942.60704,10134.59441,10345.47495,10548.74068,10765.14692,10978.89541,11201.39695,11425.64093,11654.88385,11890.3437,12127.15958,12372.81986,12617.73798,57.67597491,59.30891957,60.20463274,61.67404575,62.62213674,64.07489833,65.14483798,66.55475058,67.74795331,69.13858675,70.44754141,71.83104729,73.2580196,74.63835337,76.15729219,77.56016465
707,707,707,6768.1,1229468121,1,122185149.8,NA,1.7,2.55,9666.5,1485.35,2.15,1.2,49.1,6.35,3.4,1.7,1.7,2.85,0.55,2.5,0.35,2057.247924,58.049663,94.532466,707,6768.1,1229468121,1,122185149.8,NA,1.7,2.55,9666.5,632.8970229,0.97590012,0.370115224,0.1552953,0.145008636,0.0340322,0.130664476,43913.8855,-0.027395931,6877.50325,7022.90029,7154.028115,7306.938852,7446.212859,7603.32577,7751.748517,7912.214907,8068.904764,8233.206484,8398.086657,8566.77849,8740.476236,8914.294766,9095.697751,9275.073431,58.63042687,60.51375596,61.30969959,62.93694286,63.7890628,65.37084881,66.38057466,67.87770799,69.0462478,70.49260515,71.80787347,73.22051705,74.684776,76.06867305,77.64279318,79.0346531
708,708,708,8710.526316,1588247460,1.157894737,158111594.6,NA,1.736842105,2.631578947,12566.31579,1381.210526,2.263157895,1.421052632,42.47368421,6.947368421,3.789473684,1.842105263,1.947368421,3.105263158,0.684210526,2.842105263,0.263157895,2313.583458,61.99699211,91.20496368,708,8710.526316,1588247460,1.157894737,158111594.6,NA,1.736842105,2.631578947,12566.31579,634.8361575,0.979349611,0.369236076,0.156050864,0.145665075,0.034125248,0.130600331,49077.31474,-0.027318012,8860.144342,9044.781205,9216.837711,9410.487262,9592.193541,9791.795084,9984.178995,10189.00813,10391.31566,10601.91173,10814.15463,11031.1294,11253.98984,11478.1308,11710.64645,11942.45469,63.10807809,64.48094896,65.67448353,67.03836535,68.28377796,69.68203336,70.9989026,72.42609609,73.81637768,75.28019683,76.74368275,78.24888967,79.78798396,81.33727147,82.94682419,84.54880297
709,709,709,9751.45,1739775962,1,172309518,NA,2.05,2.5,14027,1948.5,2.1,1.3,54.75,5.55,3,1.55,1.45,2.45,0.55,1.95,0.5,1836.814907,57.422904,74.673158,709,9751.45,1739775962,1,172309518,NA,2.05,2.5,14027,637.1077898,0.980456361,0.369217019,0.15678045,0.145163574,0.034061056,0.130636929,39009.9605,-0.027406872,9915.3285,10123.05144,10314.31625,10532.39879,10734.80904,10959.3316,11174.14571,11404.14633,11630.36393,11864.77259,12104.0684,12345.34501,12595.32274,12845.9409,13106.91193,13365.75041,58.2451818,59.79119258,60.75654421,62.17922615,63.1965072,64.61694019,65.74088103,67.13875871,68.37095714,69.45289107,71.43453101,72.19338314,73.98651079,75.33232471,76.93669812,78.2696561
710,710,710,9977.105263,1813316117,1.052631579,179776370.9,NA,1.947368421,2.263157895,14330,1697.105263,1.842105263,1.105263158,48.10526316,5.789473684,2.947368421,1.631578947,1.315789474,2.526315789,0.421052632,2.210526316,0.315789474,1726.872829,56.00996579,155.9638279,710,9977.105263,1813316117,1.052631579,179776370.9,NA,1.947368421,2.263157895,14330,638.7987273,0.980386295,0.369357267,0.157159121,0.145947099,0.033958076,0.130491272,38425.23789,-0.02743368,10143.85737,10356.64648,10551.99392,10775.45086,10982.28859,11212.27793,11431.92083,11667.41999,11898.80488,12140.47398,12383.55636,12632.14972,12887.77651,13144.28026,13411.10324,13676.11906,56.95503368,58.27492168,59.31409972,60.59261235,61.67985692,62.97979888,64.14318905,65.45529272,66.69654216,68.03106484,69.34858703,70.71137348,72.10743253,73.50118751,74.9667687,76.40294239
711,711,711,7495.5,1385728222,1,137372006.1,NA,2,2.15,11029,1509.75,1.9,1.3,47.75,5.85,3,1.6,1.4,2.6,0.4,2.3,0.3,1900.46527,69.6062395,23.1443415,711,7495.5,1385728222,1,137372006.1,NA,2,2.15,11029,641.1662801,0.990336685,0.369045508,0.156089949,0.142965224,0.03316463,0.130392523,39257.339,-0.026782553,7616.855375,7777.824155,7923.117439,8092.39298,8246.689593,8420.630904,8582.768282,8762.710645,8934.294848,9116.489095,9299.078129,9485.935811,9678.489139,9870.869729,10072.02763,10270.42225,70.39956968,72.57416804,73.60916513,75.51686829,76.61966263,78.48952784,79.26624688,82.10056238,82.57672117,84.82422787,86.37633157,88.11058756,89.92994685,91.55535131,93.55755292,95.14968911
712,712,712,9286.8,1694196421,1.05,168246613.2,NA,1.8,2.4,13431,1290.4,2.1,1.3,51.4,6.05,3,1.45,1.55,2.35,0.65,2,0.35,1777.498741,62.3750645,150.662505,712,9286.8,1694196421,1.05,168246613.2,NA,1.8,2.4,13431,642.7106752,0.995865413,0.36926796,0.155335453,0.140168604,0.032705098,0.130661922,39350.2295,-0.026560592,9456.769,9653.58196,9839.559454,10045.07478,10240.57446,10452.27188,10658.2273,10875.81198,11091.90467,11316.15166,11542.71253,11774.21086,12011.63982,12250.87982,12499.19108,12746.92429,64.9936216,65.11819612,66.15677604,67.65289272,68.80299137,70.29771116,71.5677263,73.07812137,74.46178703,75.99941841,77.49424224,79.04042402,80.62470273,82.18325087,83.94592285,85.4793439
713,713,713,10688.78947,1898674287,1,189191064.8,NA,2.105263158,2.473684211,15414.21053,1439.894737,2.052631579,1.421052632,52.21052632,5.947368421,3.052631579,1.368421053,1.684210526,2.421052632,0.631578947,2.210526316,0.210526316,1896.004324,51.64532947,72.09666579,713,10688.78947,1898674287,1,189191064.8,NA,2.105263158,2.473684211,15414.21053,644.8573559,0.999248421,0.368804086,0.154639283,0.140884487,0.033147642,0.130897063,40165.32632,-0.026778578,10869.77526,11097.08274,11307.2389,11545.80074,11768.04547,12013.74994,12249.42228,12501.27147,12749.33339,13008.01306,13268.44622,13534.73738,13808.41592,14083.33246,14368.93649,14653.10897,52.44597555,53.80119041,54.71998496,55.98824144,56.95460228,58.22987833,59.28534065,60.55256401,61.69878752,62.97239705,64.20600831,65.49374285,66.81715824,68.12196611,69.52042865,70.85850164
714,714,714,7923.7,1449582971,1,143762020.5,NA,2.05,2.25,11436.5,1249.6,2.15,1.2,50,5.65,3.75,1.75,2,3.05,0.7,2.75,0.3,2190.363333,60.829629,234.0350985,714,7923.7,1449582971,1,143762020.5,NA,2.05,2.25,11436.5,646.5339843,1.008466282,0.3678427,0.154261498,0.140922763,0.033460058,0.130501884,49477.519,-0.026868725,8061.407,8228.91272,8386.02683,8561.611506,8727.35192,8908.449882,9083.703865,9269.723077,9453.873986,9645.290366,9838.369007,10035.72047,10238.32462,10442.29831,10653.63795,10864.68009,61.85885865,63.37063336,64.51173952,65.96614449,67.16266565,68.63735134,69.92678111,71.40915843,72.7935582,74.29710045,75.77391286,77.30620319,78.87803665,80.44243142,82.09706175,83.70841494
715,715,715,8152.05,1485431357,1,146138714.3,NA,2.35,2.2,11897,1277.6,2.45,1.45,46.95,5.55,3.6,1.4,2.2,3.1,0.5,2.75,0.35,2197.6047,60.858735,135.4090255,715,8152.05,1485431357,1,146138714.3,NA,2.35,2.2,11897,648.0096599,1.007175652,0.369411525,0.152900629,0.137552389,0.032841041,0.130660532,47612.525,-0.026234465,8283.9405,8459.03568,8617.020176,8801.15679,8968.942202,9158.14743,9336.937857,9530.194317,9718.932874,9916.819882,10115.41553,10318.59996,10527.80657,10737.17351,10955.65749,11171.72471,61.6384913,63.47412984,64.44733301,66.08682389,67.11980114,68.73943615,69.9125669,71.48157846,72.7967646,74.3421633,75.79116183,77.32677442,78.91266668,80.44284514,82.13530459,83.69007031
716,716,716,7530.631579,1394692601,1.052631579,138070644.7,NA,2.052631579,2.052631579,10923.15789,1463.105263,2.263157895,1.157894737,41.68421053,5.894736842,3.421052632,1.736842105,1.684210526,2.526315789,0.894736842,2.368421053,0.157894737,2113.245463,47.04190842,109.8781416,716,7530.631579,1394692601,1.052631579,138070644.7,NA,2.052631579,2.052631579,10923.15789,649.8697252,1.011694826,0.369185623,0.152357362,0.138364206,0.032968816,0.130578127,45369.86947,-0.026454636,7651.186711,7813.296416,7958.758977,8129.316464,8283.954112,8459.114793,8624.077989,8802.848561,8977.105653,9160.033016,9343.483831,9531.198887,9724.558016,9917.901709,10119.869,10319.32733,47.84200628,49.011883,49.9000839,51.02541754,51.95679162,53.09880607,54.10149125,55.25069931,56.3263306,57.49285301,58.63969027,59.82922658,61.04940478,62.26449103,63.54883122,64.80077394
717,717,717,9839.3,1769097395,1,175772021.8,NA,2,2.25,14267.5,1568.4,2.1,1.4,51.45,5.65,3.2,1.45,1.75,2.7,0.5,2.4,0.3,1988.484582,67.0944995,95.8134485,717,9839.3,1769097395,1,175772021.8,NA,2,2.25,14267.5,651.277999,1.019883437,0.368965386,0.151210354,0.13682543,0.032974042,0.130437427,42536.6945,-0.026427942,10007.33963,10219.08749,10411.71,10625.58343,10837.42089,11056.39956,11281.54065,11505.30731,11742.39269,11971.86125,12221.07933,12456.76005,12718.96608,12961.85711,13236.14647,13486.34964,68.87421171,70.03802352,71.23451656,72.30496644,75.19766627,75.22877583,78.34658812,78.29698909,81.58096517,81.50491256,84.97536237,84.83948488,88.50965266,88.31696855,92.23759974,91.92258501
718,718,718,9327.55,1664972512,1,165109556.4,NA,1.95,2.3,13358.5,1218.45,1.95,1.35,56.25,4.7,2.5,1,1.5,2.25,0.25,1.8,0.45,1494.573255,53.5130225,137.5126445,718,9327.55,1664972512,1,165109556.4,NA,1.95,2.3,13358.5,652.9569545,1.020640508,0.368553389,0.151280494,0.140071068,0.033830513,0.129902818,33307.8755,-0.026920936,9472.567,9674.5735,9853.13668,10065.92769,10256.26262,10474.48971,10678.14948,10900.40274,11115.92369,11342.91996,11570.12403,11802.69467,12042.52805,12281.79302,12532.41622,12779.0033,54.25770526,55.82819438,56.72986411,58.15386211,59.10845687,60.52369603,61.59417576,62.97688792,64.16510185,65.53657819,66.83648084,68.20776303,69.62215601,70.99691427,72.50249579,73.90448541
